-5.0,-8.0,1
-5.0,-7.838383838383838,1
-5.0,-7.6767676767676765,1
-5.0,-7.515151515151516,1
-5.0,-7.353535353535354,1
-5.0,-7.191919191919192,1
-5.0,-7.03030303030303,1
-5.0,-6.8686868686868685,1
-5.0,-6.707070707070707,1
-5.0,-6.545454545454545,1
-5.0,-6.383838383838384,1
-5.0,-6.222222222222222,1
-5.0,-6.0606060606060606,1
-5.0,-5.898989898989899,1
-5.0,-5.737373737373737,1
-5.0,-5.575757575757576,1
-5.0,-5.4141414141414135,1
-5.0,-5.252525252525253,1
-5.0,-5.090909090909091,1
-5.0,-4.929292929292929,1
-5.0,-4.767676767676767,1
-5.0,-4.6060606060606055,1
-5.0,-4.444444444444445,1
-5.0,-4.282828282828282,1
-5.0,-4.121212121212121,1
-5.0,-3.9595959595959593,1
-5.0,-3.7979797979797976,1
-5.0,-3.636363636363636,1
-5.0,-3.474747474747474,1
-5.0,-3.313131313131313,1
-5.0,-3.1515151515151514,1
-5.0,-2.9898989898989896,1
-5.0,-2.828282828282828,1
-5.0,-2.666666666666666,1
-5.0,-2.5050505050505043,1
-5.0,-2.3434343434343425,1
-5.0,-2.1818181818181817,1
-5.0,-2.02020202020202,1
-5.0,-1.8585858585858581,1
-5.0,-1.6969696969696964,1
-5.0,-1.5353535353535346,1
-5.0,-1.3737373737373728,1
-5.0,-1.212121212121212,1
-5.0,-1.0505050505050502,1
-5.0,-0.8888888888888884,1
-5.0,-0.7272727272727266,1
-5.0,-0.5656565656565649,1
-5.0,-0.4040404040404031,1
-5.0,-0.2424242424242422,1
-5.0,-0.08080808080808044,1
-5.0,0.08080808080808133,1
-5.0,0.24242424242424399,1
-5.0,0.40404040404040487,1
-5.0,0.5656565656565657,1
-5.0,0.7272727272727284,1
-5.0,0.8888888888888893,1
-5.0,1.050505050505052,1
-5.0,1.2121212121212128,1
-5.0,1.3737373737373737,1
-5.0,1.5353535353535364,1
-5.0,1.6969696969696972,1
-5.0,1.85858585858586,1
-5.0,2.0202020202020208,1
-5.0,2.1818181818181834,1
-5.0,2.3434343434343443,1
-5.0,2.505050505050505,1
-5.0,2.666666666666668,1
-5.0,2.8282828282828287,1
-5.0,2.9898989898989914,1
-5.0,3.1515151515151523,1
-5.0,3.313131313131315,1
-5.0,3.474747474747476,1
-5.0,3.6363636363636367,1
-5.0,3.7979797979797993,1
-5.0,3.9595959595959602,1
-5.0,4.121212121212123,1
-5.0,4.282828282828284,1
-5.0,4.444444444444445,1
-5.0,4.606060606060607,1
-5.0,4.767676767676768,1
-5.0,4.929292929292931,1
-5.0,5.090909090909092,1
-5.0,5.252525252525254,1
-5.0,5.414141414141415,1
-5.0,5.575757575757576,1
-5.0,5.737373737373739,1
-5.0,5.8989898989899,1
-5.0,6.060606060606062,1
-5.0,6.222222222222223,1
-5.0,6.383838383838386,1
-5.0,6.545454545454547,1
-5.0,6.707070707070708,1
-5.0,6.86868686868687,1
-5.0,7.030303030303031,1
-5.0,7.191919191919194,1
-5.0,7.353535353535355,1
-5.0,7.515151515151516,1
-5.0,7.676767676767678,1
-5.0,7.838383838383839,1
-5.0,8.0,1
-4.898989898989899,-8.0,1
-4.898989898989899,-7.838383838383838,1
-4.898989898989899,-7.6767676767676765,1
-4.898989898989899,-7.515151515151516,1
-4.898989898989899,-7.353535353535354,1
-4.898989898989899,-7.191919191919192,1
-4.898989898989899,-7.03030303030303,1
-4.898989898989899,-6.8686868686868685,1
-4.898989898989899,-6.707070707070707,1
-4.898989898989899,-6.545454545454545,1
-4.898989898989899,-6.383838383838384,1
-4.898989898989899,-6.222222222222222,1
-4.898989898989899,-6.0606060606060606,1
